requirement,degree,departmentName,workLocation,workExperience,secondCategory,firstCategory,name,description,shareLinkPcWechat
1、专业交互设计的经验5年以上，相关设计学科的本科以上学历2、有完整的设计落地整套方案，熟悉用户体验设计流程，独立own项目的整个设计过程3. 对商业目标和用户行为有前瞻性的思考，对设计结果呈现能精准预判；4、能承担重要项目的领导者角色，把控产品体验设计的决策方向5、有框架化思维及专业沉淀能力。逻辑思维及分析能力，具备优秀的表达和沟通力。6、有敏锐的设计思维，洞察到当前体验设计的发展趋势，引入最新的技术和设计动态，并应用到实际业务中。7、能独当一面参与业务项目的主要交互设计工作，参与方案设计并推动落地；8、积极主动、内心强大，爱挑战，爱思考、善于沟通、表达能力强。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-新零售技术事业群-淘系技术部-行业与智能运营-设计部-躺平 to B设计,杭州,五年以上,视觉,设计类,淘宝事业群-高级体验设计专家（偏交互）	-智能场景事业部-ihome,"1、负责家装家居业务线上和线下全链路的服务体验设计（偏c端）2、了解商业需求,深刻理解业务发展规划和阶段性目标,对市场和用户有敏锐的观察力和洞察力，能够通过创新或变革的方式持续提出设计策略并推进落地, 具有较强的全局观，了解并参与业务前期产品规划阶段。3、快速深入业务、梳理业务和用户流程关系，根据业务目标制定设计目标并拆解成设计策略，展开设计工作，保证项目高效落地4、参与用户体验监控，将用户体验指标量化，能用数据验证设计有效性，完成设计闭环；5、制定交互设计规范，推动设计平台化、组件化；6、有独立推动和领导项目能力，需要HANDS ON",
1、5 年以上创意服务经验，注重品牌、产品设计和创意⽅向，具备较好的设计审美能⼒和创意执⾏能⼒，具有⼀定的 3D、视频、多媒体创意与创作能⼒；2、对品牌有体系化认知和严谨的思考框架，富有创造⼒和⼯作激情；3、具备良好的合作态度及团队精神，能承受⾼强度的⼯作压⼒。对业务、对互联⽹产品有感知，理解能⼒和沟通能⼒强，能够有效协同业务⼀起拿结果；4、有线下设计经验者优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-设计事业部-同城零售设计部,杭州,五年以上,创意设计,设计类,设计事业部-品牌&创意设计专家-同城零售设计,1、负责业务相关的品牌调研、消费者⼼智探索，并推导出品牌内涵及设计⻛格，对系列品牌进⾏合理规划和落地实施；2、推动猫超业务产品的品牌整合、猫超⽇销⼼智打造，负责线上线下的营销传播、⼴告创意、事件营销、⼤型活动 ( 如 618、双11、年货节 ) 及发布会等创意和表现；3、提供专业的设计⽀持，积极分享和推动，引领和提⾼整个团队的设计能⼒。,http://alibaba.tupu360.com/social/position?pCode=qHWLOakBrHvaVRJ5avF6oQ%3D%3D
1.深入理解商业背景及目标，具有较强的商业敏感度，制定设计策略并产出创新性的体验设计方案；2. 具备分析能力，对数据、用户反馈、市场竞争等外围环境有洞察，挖掘本质寻找新突破；3. 具备沉淀能力，对项目过程与结果进行提炼，通过产品化、协作流程优化等方式形成可持续的成功运作模式；4. 具备探索心，基于用户体验及商业需求勇于尝试和突破。,本科,阿里集团-CTO线-设计事业部-大淘系设计-天猫行业设计-消电行业设计,杭州,三年以上,视觉,设计类,设计事业部-体验设计专家-大淘系设计(快消服饰产品）,1.负责天猫行业（母婴、食品、美妆、服饰、奢品）体验与创新设计，构建独立阵地及特色能力，建立行业心智；2.负责从前期的业务对接、机会洞察、概念设计、执行输出、开发协同及产品迭代；3.通过用户洞察、业务趋势、数据结论，寻找设计价值驱动的业务增量。,http://alibaba.tupu360.com/social/position?pCode=FGiHTHj4oatr5G%2FAjZ9PJw%3D%3D
1.4年或以上互联网B端产品设计领域的设计经验，在业务平台、数据可视化、设计规范的建立等方面有成熟且完整的项目案例及设计落地；2.具备审美与较强的视觉表现能力，与信息/功能相结合，进行有效的设计表达；3.对B端业务和商业模式上具备一定深度的认知和个人思考；4.视觉传达、工业设计、平面设计、体验设计等相关专业本科及以上学历；5.除能够熟练操作通用的平面设计软件外，具备（动效）AE、Pr、（建模）C4D等软件的应用能力；6.逻辑性强，能够定位问题并正确找到问题的解决方案，具备独立且完整的思维推导能力，并能对以上过程进行有效表达；7.热爱互联网产品设计，时刻保有求知欲，好学上进，并能够在工作中学为所用，敢于创新与突破，勤于思考，善于对设计方法论进行打磨并沉淀，并赋能到团队的专业建设。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-设计事业部-大淘系设计-淘宝设计-商家生态,杭州,四年以上,视觉,设计类,设计事业部-体验设计专家（视觉）-大淘系设计(商家生态),1. 负责B端中后台产品设计；2. 基于对中后台产品的特性，制定设计规范，独立产出高质量框架、内容、组件、数据等相关模块的视觉准则；3. 通过视觉呈现和表达，确立B端产品的视觉调性，建立完整的视觉品牌；4. 在设计方案实施的过程中，能够应用专业的视觉设计方法，呈现完整的设计推导过程并能够建立设计有效性的衡量标准；5. 与产品、运营团队及开发团队多方配合，跟进设计方案的执行，并跟踪线上产品数据和用户反馈，汇总信息和数据寻找设计价值与创新机会点。,http://alibaba.tupu360.com/social/position?pCode=0G%2FqqqRCbCo81JqubnnxjA%3D%3D
"1. 4年或以上在营销设计经历，有成体系的品牌营销方法，广告创意或相关领域背景，有多个成功设计案例。专业突出可不受限于工作年限（如品牌、平面、插画、3D不限）；2. 线下场景含展会设计及IP形象衍生设计相关优先，对创意设计原则、设计方法和流程有深入理解和洞察，具备较强的创意和策划能力，能够清晰准确地把握整体创意方向，同时关注设计细节与品质；3. 善于沟通、设计前卫，视野开阔、创意发散、推导严谨，有良好的主动性和自我学习及驱动力。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。""",本科,阿里集团-CTO线-设计事业部-大淘系设计-消费者运营设计,杭州,三年以上,视觉,设计类,设计事业部-创意设计专家-大淘系设计(用户运营),1. 负责会员&品牌营销IP设计，有较强的品牌意识和移动端营销活动设计能力和经验，包含概念设计，商家/商务合作内容对接，供应商管理，含工艺流程把控；2. 产出结果有策略、有创意、有沉淀，并主动参与项目策划，及大型节点的营销事件设计统筹；3. 同内部团队及外部团队高效配合协同，推进项目进展，达成业务目标。,http://alibaba.tupu360.com/social/position?pCode=6MKziVlol5i3AavUjZpkYQ%3D%3D
1、拥有消费电子、日百、家居、快销品等某一类型产品的开发经验；2、热爱设计、懂商业、懂供应链、拥有驾驭多品类的工业设计能⼒，对商品趋势有敏锐嗅觉和前瞻性；3、有完整的商品开发经验，对商品开发有独立的思考和理解；4、能独⽴担当并推进设计工作，聪明皮实，适应工作中的变化，保持乐观精神；5、对业务、对产品有感知。理解⼒和沟通⼒强，能够有效协同各方资源；6、学习能力强，能洞察问题、定义问题并产出相映解决方案和设计策略；7、具有丰富的国际视野优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-设计事业部-大淘系设计-商品孵化C2D,杭州,三年以上,视觉,设计类,设计事业部-工业设计专家-大淘系设计,1、负责以天猫平台商家为核心的基于大数据洞察的新品设计孵化；2、能够通过多维度的数据手段捕捉产品设计机会，抽象心智趋势并形成具体的设计需求。自身具有独立完成设计、项目跟进到落地生产的能力;3、能够协同各团队以及外部供应商的能力赋予产品设计价值、消费者体验价值与商业价值；4、具有商品开发的系统理论，并能够通过案例抽象方法形成数据提取到商品开发的转译模型。,http://alibaba.tupu360.com/social/position?pCode=rUkZ2YvULrsUP0jDumGpiQ%3D%3D
1. 能够深入理解商业背景及目标，具有较强的商业敏感度，制定设计策略并综合利用多种设计手段产出创新性的体验设计解决方案。具有垂直行业消费电子和家居家装领域等品牌公司相关经验更优；2. 具备分析能力，包含但不限于数据、用户反馈、市场竞争等手段，挖掘问题本质找到新的设计突破点；3. 具有规模化思路，能够将项目中的成功或失败因素进行提炼，通过产品化、协作流程优化等方式形成可持续的成功运作模式；4. 具备良好的组织协作力，有足够的包容性和同理心，能够跨专业跨岗位进行项目协同推动；5. 具备视觉表达及创意能力，精通色彩、图形、信息设计的原则和方法，具有敏锐的行业趋势洞察，能通过专业手段和方法，转化为各种媒介的界面表达。有一定品牌设计经验，进行有别于竞争对手的情感化设计。（偏视觉方向）。,本科,阿里集团-CTO线-设计事业部-大淘系设计-天猫行业设计-消电行业设计,杭州,三年以上,视觉,设计类,阿里设计事业部-体验设计专家-大淘系设计(天猫消电家装行业）,1. 负责天猫垂直行业（消费电子/家居家装方向）创新的体验设计，针对各行业特色场景下构建的独立阵地应用及垂直行业特色能力输出，建立差异化心智；2. 负责从前期的业务对接、机会洞察、概念设计、最终设计输出、开发落地协同以及后续的产品迭代；3. 联合上下游汇总信息和数据寻找设计价值机会点驱动或对业务产生增值作用。,http://alibaba.tupu360.com/social/position?pCode=yJQVy89VsweAF4xyHbbksw%3D%3D
1. 3-5年以上的车主经验或主机厂设计经验，包括汽后行业相关软件设计、交互设计相关工作经验，和良好的沟通表达能力2. 深度参与产品研发的各环节，从创意头脑风暴，到发布前到细节微调3. 通过数据指导设计，有逻辑地拆解复杂信息结构，交互流程，完整参与过从创意到效果跟踪阶段的中大型项目。4. 对商业目标和用户行为有前瞻性的思考，对设计结果呈现能精准预判，同时善于定期总结5. 请提供作品集或者在线作品地址发送jim.wangj@alibaba-inc.com我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-设计事业部-大淘系设计-天猫行业设计,杭州,三年以上,视觉,设计类,设计事业部-体验设计专家-大淘系设计（汽车行业）,1.负责SaaS类型产品的整体体验设计和决策，主设角色；2.专注于B端负责汽服工作工具产品的迭代和创新，较强结合线下体验设计经验；3.了解行业工作流程和本源，对最终产品使用者体验负责，建立体验指标并跟进提升和数据验证；4.具有产品化和组件化等提效意识，团队设计准则的体系化搭建和标准制定；,
1、能够理解商业背景及目标制定设计策略，并综合利用多种设计手段产出创新性的，体验设计解决方案；2、有营销大促的设计经验，对创意设计原则、设计方法和流程有深入理解和洞察，具备较强的创意和策划能力，同时关注设计细节与品质；3、可以独立完成全链路和结构化的整体方案，通过体系化的规则建设形成团队的设计准则；4、良好的沟通协作能力，能与项目团队快速融合、推进方案并与合作伙伴达成共识；我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-CTO线-设计事业部-大淘系设计-淘宝设计-首页推荐,杭州,五年以上,视觉,设计类,设计事业部-体验设计专家-淘宝设计,1、负责手淘核心导购场景产品体验设计。2、负责天猫、淘宝核心营销活动在导购场景下的大促承接设计，制定完整的设计规范，并对各资源位进行设计管理。3、 与产品、运营团队及开发团队多方配合，跟进设计方案的执行和落地效果，通过数据挖掘与洞察寻找设计价值与创新机会点。,
1. 3年或以上在品牌营销设计的相关经历，场景含展会品牌、营销设计及IP形象衍生设计相关优先，有成体系的品牌营销方法，广告创意或相关领域背景；2.具备突出的美学功底及高品质的视觉输出能力，专业突出（如品牌、平面、插画、3D不限）；3 .善于基于商业环境和设计趋势洞察设计目标，制定完整设计策略；4. 具备较强的创意和策划能力，能够清晰准确地把握整体创意方向，同时设计链路的完整度。,本科,阿里集团-CTO线-设计事业部-大淘系设计-阿里拍卖&房产设计,杭州,三年以上,视觉,设计类,设计事业部-创意设计专家-天猫好房设计,我们是阿里巴巴旗下淘宝设计部 - 天猫好房的设计团队，专注于为用户实现优雅而富有惊喜的在线房产交易体验。作为天猫好房的设计师：1.你的工作远远不止画稿子，而是完整介入到整个创意从idea开始的灵感探索到最终实现的每一个像素的完美呈现；2.天猫好房是阿里巴巴全新的房产业务，我们更期待优秀创意设计人才加入我们的Family，一起努力成为地球上体验最好的房产交易平台。,http://alibaba.tupu360.com/social/position?pCode=BFnoTC6Fhb4aXC3gT7IpVg%3D%3D
1.具备成熟的设计经验和完整的设计落地内容，有产品设计经验且有完整设计案例相关优先；2.理解商业环境和设计背景，有效过滤信息并独立制定完整的设计策略和设计方案，具备较强的设计洞察能力；3.具备较强的用户价值导向思维，并根据数据和反馈解决业务迭代问题，优化已有的设计规范形成可持续的设计准则；4.对设计过程和结果有自己的观点，能系统清晰的结合目标阐述完整的设计思维。,本科,阿里集团-CTO线-设计事业部-大淘系设计-阿里拍卖&房产设计,杭州,三年以上,视觉,设计类,设计事业部-体验设计专家-天猫好房设计,我们是阿里巴巴旗下淘宝设计部 - 天猫好房的设计团队，专注于为用户实现优雅而富有惊喜的在线房产交易体验。作为天猫好房的设计师：1.你的工作远远不止画稿子，而是完整介入到整个创意从idea开始的灵感探索到最终实现的每一个像素的完美呈现；2.天猫好房是阿里巴巴全新的房产业务，我们更期待优秀创意设计人才加入我们的Family，一起努力成为地球上体验最好的房产交易平台。,http://alibaba.tupu360.com/social/position?pCode=HuBN7JSPVBUm4nh1QzNvxg%3D%3D
1.具有优秀的产品视觉表达能力，有一定的平面设计基础。对设计潮流具有较高的敏感度。2.具有较强的目标导向能力，能自我驱动以及带动影响项目成员共同达成设计及项目目标。3.通过对不同业务、人群和场景特征的深入研究，有策略，有步骤，有方法的产出设计方案。独立思考、完成迭代、完成产品体验的创新和突破。4.有丰富的电商设计经验。面对各类型的需求及挑战都能够保证高质量的设计输出。5.具有一定的品牌意识、产品系统化设计的思维、营销活动设计能力、项目统筹和把控能力。懂得如何使用产品思考、数据分析、用户研究等方法来指导设计取得结果。6.体验设计偏视觉表达或相关专业，工作三年及以上，有无线端全链路完整的设计经验。,本科,阿里集团-CTO线-设计事业部-大淘系设计-阿里拍卖&房产设计,杭州,三年以上,视觉,设计类,设计事业部-体验设计专家-阿里拍卖设计,"我们是淘宝设计旗下一个小而精的体验设计团队，专注于服务高消费能力的用户，实现优雅而富有惊喜的在线拍卖体验。作为阿里拍卖设计师：1.你的工作远远不止画稿子，而是完整介入到整个创意从idea开始的灵感探索到最终实现的每一个像素的完美呈现；2.阿里拍卖在过去几年里带来了飞速的业绩增长成为全球最大的在线拍卖平台，我们更期待优秀创意设计人才加入我们的Family，一起努力成为地球最好玩的交易平台。""",http://alibaba.tupu360.com/social/position?pCode=uJoCWPgAn%2FTu3mLZi9SIVQ%3D%3D
1. 3年或以上在品牌营销设计的相关经历，场景含品牌设计、营销设计及IP形象衍生设计、线下展会相关优先，有成体系的品牌营销方法，广告创意或相关领域背景；2.具备突出的美学功底及高品质的视觉输出能力，专业突出（如品牌、营销、平面、插画、3D不限）；3 .善于基于商业环境和设计趋势洞察设计目标，制定完整设计策略；4. 具备较强的创意和策划能力，能够清晰准确地把握整体创意方向，同时具备设计链路的完整度。,本科,阿里集团-CTO线-设计事业部-大淘系设计-阿里拍卖&房产设计,杭州,三年以上,视觉,设计类,设计事业部-创意设计专家-阿里拍卖设计,1.我们隶属阿里巴巴旗下的淘宝设计部，服务于阿里巴巴核心业务——阿里拍卖团队，专注于为用户实现优雅而富有惊喜的在线拍卖体验；2.你的工作远远不止画稿子，而是完整介入到整个创意从idea开始的灵感探索到最终实现的每一个像素的完美呈现；3.阿里拍卖在过去几年里带来了飞速的业绩增长成为全球最大的在线拍卖平台，我们更期待优秀创意设计人才加入我们的Family，一起努力成为地球最好玩的交易平台。,http://alibaba.tupu360.com/social/position?pCode=axfoLSt15gO5jaeCVPJxKg%3D%3D
